tree_id	clade_id	accession	genus	organism	reference_label
tr|A0A2K9LQ63|A0A2K9LQ63_9GAMM	clade_104	A0A2K9LQ63	Ketobacter	Ketobacter alkanivorans	NA
tr|A0AA41ULH5|A0AA41ULH5_9BACT	clade_105	A0AA41ULH5	Desulfatitalea	Desulfatitalea alkaliphila	NA
tr|A0AA41URL4|A0AA41URL4_9BACT	clade_106	A0AA41URL4	Desulfatitalea	Desulfatitalea alkaliphila	NA
tr|A0AA41QZD2|A0AA41QZD2_9BACT	clade_107	A0AA41QZD2	Desulfatitalea	Desulfatitalea alkaliphila	NA
tr|A0AA41QZH1|A0AA41QZH1_9BACT	clade_108	A0AA41QZH1	Desulfatitalea	Desulfatitalea alkaliphila	NA
tr|A0A1Y6BLH8|A0A1Y6BLH8_9BACT	clade_109	A0A1Y6BLH8	Pseudobacteriovorax	Pseudobacteriovorax antillogorgiicola	NA
tr|A0A1Y6CJU8|A0A1Y6CJU8_9BACT	clade_110	A0A1Y6CJU8	Pseudobacteriovorax	Pseudobacteriovorax antillogorgiicola	NA
tr|A0ABP9ZZD8|A0ABP9ZZD8_9GAMM	clade_111	A0ABP9ZZD8	Thalassolituus	Thalassolituus maritimus	NA
tr|M5DS72|M5DS72_9GAMM	clade_112	M5DS72	Thalassolituus	Thalassolituus oleivorans MIL-1	NA
tr|M5DT34|M5DT34_9GAMM	clade_113	M5DT34	Thalassolituus	Thalassolituus oleivorans MIL-1	NA
tr|A0A1N7PDU8|A0A1N7PDU8_9GAMM	clade_114	A0A1N7PDU8	Thalassolituus	Thalassolituus maritimus	NA
tr|A0A1N7PE55|A0A1N7PE55_9GAMM	clade_115	A0A1N7PE55	Thalassolituus	Thalassolituus maritimus	NA
tr|A0A2T5PA95|A0A2T5PA95_9PSED	clade_116	A0A2T5PA95	Pseudomonas	Pseudomonas mangrovi	NA
tr|A0A4T1ZYH6|A0A4T1ZYH6_9PSED	clade_117	A0A4T1ZYH6	Pseudomonas	Pseudomonas leptonychotis	NA
tr|A0A6I4KZF1|A0A6I4KZF1_9PSED	clade_118	A0A6I4KZF1	Pseudomonas	Pseudomonas xionganensis	NA
tr|A0A512C2P5|A0A512C2P5_9HYPH	clade_119	A0A512C2P5	Microvirga	Microvirga aerophila	NA
tr|A0A1D9PE29|A0A1D9PE29_9FLAO	clade_120	A0A1D9PE29	Flavobacterium	Flavobacterium commune	NA
tr|A0A7W8XJQ4|A0A7W8XJQ4_9HYPH	clade_121	A0A7W8XJQ4	Rhizobium	Rhizobium lentis	NA
tr|A0A3E0WQW9|A0A3E0WQW9_9GAMM	clade_122	A0A3E0WQW9	Alkalilimnicola	Alkalilimnicola ehrlichii	NA
tr|A0ABQ2CGJ6|A0ABQ2CGJ6_9GAMM	clade_123	A0ABQ2CGJ6	Halopseudomonas	Halopseudomonas pertucinogena	NA
sp|A6WFI5|CUTI_KINRD	clade_124	A6WFI5	Kineococcus	Kineococcus radiotolerans (strain ATCC BAA-149 / DSM 14245 / SRS30216)	NA
sp|P0A537|CULP3_MYCBO	clade_125	P0A537	Mycobacterium	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97)	NA
sp|P9WP39|CULP3_MYCTU	clade_126	P9WP39	Mycobacterium	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	NA
sp|P9WP38|CULP3_MYCTO	clade_127	P9WP38	Mycobacterium	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)	NA
sp|Q9PDM3|BIOH_XYLFA	clade_128	Q9PDM3	Xylella	Xylella fastidiosa (strain 9a5c)	NA
sp|Q8NLR5|CUP6H_CORGL	clade_129	Q8NLR5	Corynebacterium	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / BCRC 11384 / CCUG 27702 / LMG 3730 / NBRC 12168 / NCIMB 10025 / NRRL B-2784 / 534)	NA
sp|A0R619|CUP6H_MYCS2	clade_130	A0R619	Mycolicibacterium	Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) (Mycobacterium smegmatis)	NA
sp|O53581|CULP6_MYCTU	clade_131	O53581	Mycobacterium	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	NA
tr|A0A6I6FHT8|A0A6I6FHT8_9ACTN	clade_132	A0A6I6FHT8	Streptomyces	Streptomyces ficellus	NA
tr|Q6NJ46|Q6NJ46_CORDI	clade_133	Q6NJ46	Corynebacterium	Corynebacterium diphtheriae (strain ATCC 700971 / NCTC 13129 / Biotype gravis)	NA
tr|Q8FS14|Q8FS14_COREF	clade_134	Q8FS14	Corynebacterium	Corynebacterium efficiens (strain DSM 44549 / YS-314 / AJ 12310 / JCM 11189 / NBRC 100395)	NA
tr|A0A6P2BTG6|A0A6P2BTG6_9ACTN	clade_135	A0A6P2BTG6	Trebonia	Trebonia kvetii	NA
tr|A0A8J3JBF7|A0A8J3JBF7_9ACTN	clade_136	A0A8J3JBF7	Catellatospora	Catellatospora bangladeshensis	NA
tr|A0A919UGB5|A0A919UGB5_9ACTN	clade_137	A0A919UGB5	Dactylosporangium	Dactylosporangium siamense	NA
tr|A0ABP8D4A2|A0ABP8D4A2_9ACTN	clade_138	A0ABP8D4A2	Dactylosporangium	Dactylosporangium darangshiense	NA
tr|A0A917UCS4|A0A917UCS4_9ACTN	clade_139	A0A917UCS4	Dactylosporangium	Dactylosporangium sucinum	NA
tr|A0A919PJW8|A0A919PJW8_9ACTN	clade_140	A0A919PJW8	Dactylosporangium	Dactylosporangium siamense	NA
tr|A0ABN2ALD9|A0ABN2ALD9_9ACTN	clade_141	A0ABN2ALD9	Dactylosporangium	Dactylosporangium maewongense	NA
tr|A0A143BU21|A0A143BU21_9ACTN	clade_142	A0A143BU21	Streptomyces	Streptomyces qaidamensis	NA
tr|A0ABN2YDJ9|A0ABN2YDJ9_9ACTN	clade_143	A0ABN2YDJ9	Streptomyces	Streptomyces synnematoformans	NA
tr|A0ACE2MB26|A0ACE2MB26_9DEIO	clade_144	A0ACE2MB26	Deinococcus	Deinococcus saxicola	NA
tr|A0A556QNH3|A0A556QNH3_9BACT	clade_145	A0A556QNH3	Rariglobus	Rariglobus hedericola	NA
tr|A0A7V8V8A4|A0A7V8V8A4_9BACT	clade_146	A0A7V8V8A4	Bremerella	Bremerella alba	NA
tr|A0A6C2YTQ5|A0A6C2YTQ5_9BACT	clade_147	A0A6C2YTQ5	Tuwongella	Tuwongella immobilis	NA
tr|B4CYG8|B4CYG8_9BACT	clade_148	B4CYG8	Chthoniobacter	Chthoniobacter flavus Ellin428	NA
sp|P26495|PHAZ_ECTOL	clade_149	P26495	Ectopseudomonas	Ectopseudomonas oleovorans (Pseudomonas oleovorans)	NA
sp|Q51553|PHAG_PSEAE	clade_150	Q51553	Pseudomonas	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	NA
sp|O85207|PHAG_PSEPK	clade_151	O85207	Pseudomonas	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	NA
sp|Q9KJH8|PHAG_ECTOL	clade_152	Q9KJH8	Ectopseudomonas	Ectopseudomonas oleovorans (Pseudomonas oleovorans)	NA
tr|A0ABQ3XT05|A0ABQ3XT05_9ACTN	clade_153	A0ABQ3XT05	Actinoplanes	Actinoplanes couchii	NA
tr|A0ABN6WHT5|A0ABN6WHT5_9GAMM	clade_154	A0ABN6WHT5	Marinomonas	Marinomonas pontica	NA
tr|F6CS36|F6CS36_MARPP	clade_155	F6CS36	Marinomonas	Marinomonas posidonica (strain CECT 7376 / NCIMB 14433 / IVIA-Po-181)	NA
tr|A0A0C1CY98|A0A0C1CY98_9FLAO	clade_156	A0A0C1CY98	Kaistella	Kaistella jeonii	NA
tr|S3LSX7|S3LSX7_9SPIR	clade_157	S3LSX7	Treponema	Treponema vincentii F0403	NA
tr|A0A225C6B8|A0A225C6B8_9MICO	clade_158	A0A225C6B8	Clavibacter	Clavibacter tessellarius	NA
tr|A0A2I1PAV8|A0A2I1PAV8_9MICO	clade_159	A0A2I1PAV8	Kytococcus	Kytococcus schroeteri	NA
tr|A0A2I1PAZ1|A0A2I1PAZ1_9MICO	clade_160	A0A2I1PAZ1	Kytococcus	Kytococcus schroeteri	NA
tr|A0A7W3N2I8|A0A7W3N2I8_9ACTN	clade_161	A0A7W3N2I8	Thermomonospora	Thermomonospora cellulosilytica	NA
tr|D1A9G5|D1A9G5_THECD	clade_162	D1A9G5	Thermomonospora	Thermomonospora curvata (strain ATCC 19995 / DSM 43183 / JCM 3096 / KCTC 9072 / NBRC 15933 / NCIMB 10081 / Henssen B9)	NA
tr|D1A2H1|D1A2H1_THECD	clade_163	D1A2H1	Thermomonospora	Thermomonospora curvata (strain ATCC 19995 / DSM 43183 / JCM 3096 / KCTC 9072 / NBRC 15933 / NCIMB 10081 / Henssen B9)	NA
tr|A0A9W6UXL5|A0A9W6UXL5_9ACTN	clade_164	A0A9W6UXL5	Actinomadura	Actinomadura rubrobrunea	NA
tr|A0ABP7V404|A0ABP7V404_9ACTN	clade_165	A0ABP7V404	Actinomadura	Actinomadura miaoliensis	NA
tr|A0ABP7YWN7|A0ABP7YWN7_9ACTN	clade_166	A0ABP7YWN7	Actinomadura	Actinomadura keratinilytica	NA
tr|A0A7W3MTQ6|A0A7W3MTQ6_9ACTN	clade_167	A0A7W3MTQ6	Thermomonospora	Thermomonospora cellulosilytica	NA
tr|A0A1H6C9P0|A0A1H6C9P0_9ACTN	clade_168	A0A1H6C9P0	Thermomonospora	Thermomonospora echinospora	NA
tr|A0ABW1AIT3|A0ABW1AIT3_9ACTN	clade_169	A0ABW1AIT3	Actinomadura	Actinomadura rugatobispora	NA
tr|A0A931GV53|A0A931GV53_9ACTN	clade_170	A0A931GV53	Actinomadura	Actinomadura viridis	NA
tr|A0ABR7LML6|A0ABR7LML6_9ACTN	clade_171	A0ABR7LML6	Actinomadura	Actinomadura alba	NA
tr|A0A365HAJ8|A0A365HAJ8_9ACTN	clade_172	A0A365HAJ8	Actinomadura	Actinomadura craniellae	NA
tr|A0A365H6Y8|A0A365H6Y8_9ACTN	clade_173	A0A365H6Y8	Actinomadura	Actinomadura craniellae	NA
tr|A0A365H755|A0A365H755_9ACTN	clade_174	A0A365H755	Actinomadura	Actinomadura craniellae	NA
tr|A0A1M7II12|A0A1M7II12_9ACTN	clade_175	A0A1M7II12	Cryptosporangium	Cryptosporangium aurantiacum	NA
tr|A0A4U3MI12|A0A4U3MI12_9ACTN	clade_176	A0A4U3MI12	Herbidospora	Herbidospora galbida	NA
tr|A0A7C9NKH2|A0A7C9NKH2_9ACTN	clade_177	A0A7C9NKH2	Herbidospora	Herbidospora solisilvae	NA
tr|A0A5M3W626|A0A5M3W626_9ACTN	clade_178	A0A5M3W626	Acrocarpospora	Acrocarpospora corrugata	NA
tr|A0A919UR82|A0A919UR82_9ACTN	clade_179	A0A919UR82	Acrocarpospora	Acrocarpospora phusangensis	NA
tr|A0A5C4VLV1|A0A5C4VLV1_9ACTN	clade_180	A0A5C4VLV1	Nonomuraea	Nonomuraea phyllanthi	NA
tr|A0A1G8SHF7|A0A1G8SHF7_9ACTN	clade_181	A0A1G8SHF7	Nonomuraea	Nonomuraea maritima	NA
tr|A0A2W2EN64|A0A2W2EN64_9ACTN	clade_182	A0A2W2EN64	Nonomuraea	Nonomuraea aridisoli	NA
tr|A0A4R4ZDD0|A0A4R4ZDD0_9ACTN	clade_183	A0A4R4ZDD0	Nonomuraea	Nonomuraea terrae	NA
tr|A0ABV5NZ31|A0ABV5NZ31_9ACTN	clade_184	A0ABV5NZ31	Nonomuraea	Nonomuraea salmonea	NA
tr|A0ABN3C865|A0ABN3C865_9ACTN	clade_185	A0ABN3C865	Nonomuraea	Nonomuraea monospora	NA
tr|A0A1V0A5L2|A0A1V0A5L2_9ACTN	clade_186	A0A1V0A5L2	[Actinomadura]	[Actinomadura] parvosata subsp. kistnae	NA
tr|A0ABX1B1C3|A0ABX1B1C3_9ACTN	clade_187	A0ABX1B1C3	Nonomuraea	Nonomuraea composti	NA
tr|A0A7X0U3W9|A0A7X0U3W9_9ACTN	clade_188	A0A7X0U3W9	Nonomuraea	Nonomuraea rubra	NA
tr|A0A9X2K5K6|A0A9X2K5K6_9ACTN	clade_189	A0A9X2K5K6	Nonomuraea	Nonomuraea thailandensis	NA
tr|A0ABW1CGM7|A0ABW1CGM7_9ACTN	clade_190	A0ABW1CGM7	Nonomuraea	Nonomuraea insulae	NA
tr|A0A5S4FJI0|A0A5S4FJI0_9ACTN	clade_191	A0A5S4FJI0	Nonomuraea	Nonomuraea zeae	NA
tr|A0ABP6VHA9|A0ABP6VHA9_9ACTN	clade_192	A0ABP6VHA9	Nonomuraea	Nonomuraea rosea	NA
tr|A0A931AKC4|A0A931AKC4_9ACTN	clade_193	A0A931AKC4	Nonomuraea	Nonomuraea cypriaca	NA
tr|A0A1H5UML9|A0A1H5UML9_9ACTN	clade_194	A0A1H5UML9	Nonomuraea	Nonomuraea solani	NA
tr|A0A1G7Z2H0|A0A1G7Z2H0_9ACTN	clade_195	A0A1G7Z2H0	Nonomuraea	Nonomuraea jiangxiensis	NA
tr|A0A4R5FXI3|A0A4R5FXI3_9ACTN	clade_196	A0A4R5FXI3	Nonomuraea	Nonomuraea mesophila	NA
tr|A0A4R4W6Q2|A0A4R4W6Q2_9ACTN	clade_197	A0A4R4W6Q2	Nonomuraea	Nonomuraea diastatica	NA
tr|A0A4V2YB24|A0A4V2YB24_9ACTN	clade_198	A0A4V2YB24	Nonomuraea	Nonomuraea deserti	NA
tr|A0ABV3H590|A0ABV3H590_9ACTN	clade_199	A0ABV3H590	Nonomuraea	Nonomuraea bangladeshensis	NA
tr|A0A1I0JU31|A0A1I0JU31_9ACTN	clade_200	A0A1I0JU31	Nonomuraea	Nonomuraea wenchangensis	NA
tr|A0ABT0G6E6|A0ABT0G6E6_ACTLZ	clade_201	A0ABT0G6E6	Actinomadura	Actinomadura luzonensis	NA
tr|A0ABX8TX11|A0ABX8TX11_9ACTN	clade_202	A0ABX8TX11	Nonomuraea	Nonomuraea coxensis DSM 45129	NA
tr|A0ABT4SKH4|A0ABT4SKH4_9ACTN	clade_203	A0ABT4SKH4	Nonomuraea	Nonomuraea corallina	NA
tr|A0ABT4TDN8|A0ABT4TDN8_9ACTN	clade_204	A0ABT4TDN8	Nonomuraea	Nonomuraea ferruginea	NA
tr|A0ABW1BVW6|A0ABW1BVW6_9ACTN	clade_205	A0ABW1BVW6	Nonomuraea	Nonomuraea harbinensis	NA
tr|A0A918DIC6|A0A918DIC6_9ACTN	clade_206	A0A918DIC6	Nonomuraea	Nonomuraea cavernae	NA
tr|A0A7Y6MET4|A0A7Y6MET4_9ACTN	clade_207	A0A7Y6MET4	Nonomuraea	Nonomuraea rhodomycinica	NA
tr|A0ABP7IBD0|A0ABP7IBD0_9ACTN	clade_208	A0ABP7IBD0	Sphaerisporangium	Sphaerisporangium flaviroseum	NA
tr|A0ABQ2QK59|A0ABQ2QK59_9ACTN	clade_209	A0ABQ2QK59	Streptosporangium	Streptosporangium pseudovulgare	NA
tr|A0ABV9C836|A0ABV9C836_9ACTN	clade_210	A0ABV9C836	Sphaerisporangium	Sphaerisporangium dianthi	NA
tr|A0ABW2PE71|A0ABW2PE71_9ACTN	clade_211	A0ABW2PE71	Sphaerisporangium	Sphaerisporangium rhizosphaerae	NA
tr|A0ABV9E7U1|A0ABV9E7U1_9ACTN	clade_212	A0ABV9E7U1	Sphaerisporangium	Sphaerisporangium corydalis	NA
tr|A0A8J3X7Y9|A0A8J3X7Y9_9ACTN	clade_213	A0A8J3X7Y9	Planotetraspora	Planotetraspora mira	NA
tr|A0A8J3XMP6|A0A8J3XMP6_9ACTN	clade_214	A0A8J3XMP6	Planotetraspora	Planotetraspora silvatica	NA
tr|A0A8J3PRQ9|A0A8J3PRQ9_9ACTN	clade_215	A0A8J3PRQ9	Planotetraspora	Planotetraspora kaengkrachanensis	NA
tr|A0A8J3U475|A0A8J3U475_9ACTN	clade_216	A0A8J3U475	Planotetraspora	Planotetraspora phitsanulokensis	NA
tr|A0ABW1NJ96|A0ABW1NJ96_9ACTN	clade_217	A0ABW1NJ96	Sphaerisporangium	Sphaerisporangium aureirubrum	NA
tr|A0A840P2P8|A0A840P2P8_9ACTN	clade_218	A0A840P2P8	Thermocatellispora	Thermocatellispora tengchongensis	NA
tr|A0A841DCU0|A0A841DCU0_PLAVE	clade_219	A0A841DCU0	Planomonospora	Planomonospora venezuelensis	NA
tr|A0A8J3T081|A0A8J3T081_9ACTN	clade_220	A0A8J3T081	Planobispora	Planobispora takensis	NA
tr|A0A8J3WQI5|A0A8J3WQI5_9ACTN	clade_221	A0A8J3WQI5	Planobispora	Planobispora siamensis	NA
tr|A0A8J3S661|A0A8J3S661_PLARO	clade_222	A0A8J3S661	Planobispora	Planobispora rosea	NA
tr|A0A8J3W5P3|A0A8J3W5P3_9ACTN	clade_223	A0A8J3W5P3	Planobispora	Planobispora longispora	NA
tr|A0A161LKE9|A0A161LKE9_9ACTN	clade_224	A0A161LKE9	Planomonospora	Planomonospora sphaerica	NA
tr|A0ABQ4HI96|A0ABQ4HI96_9ACTN	clade_225	A0ABQ4HI96	Planomonospora	Planomonospora parontospora subsp. parontospora	NA
tr|A0ABP6MKG0|A0ABP6MKG0_9ACTN	clade_226	A0ABP6MKG0	Planomonospora	Planomonospora alba	NA
tr|A0ABV8IEE0|A0ABV8IEE0_9ACTN	clade_227	A0ABV8IEE0	Planomonospora	Planomonospora corallina	NA
tr|A0A1N6SMU6|A0A1N6SMU6_9ACTN	clade_228	A0A1N6SMU6	Microbispora	Microbispora rosea	NA
tr|A0ABZ1T1R0|A0ABZ1T1R0_9ACTN	clade_229	A0ABZ1T1R0	Microbispora	Microbispora hainanensis	NA
tr|A0ABQ4GPX9|A0ABQ4GPX9_9ACTN	clade_230	A0ABQ4GPX9	Microbispora	Microbispora siamensis	NA
tr|A0A8H9GVK2|A0A8H9GVK2_9ACTN	clade_231	A0A8H9GVK2	Microbispora	Microbispora bryophytorum	NA
tr|A0ABR8L573|A0ABR8L573_9ACTN	clade_232	A0ABR8L573	Microbispora	Microbispora bryophytorum subsp. camponoti	NA
tr|A0ABV0AN13|A0ABV0AN13_9ACTN	clade_233	A0ABV0AN13	Microbispora	Microbispora maris	NA
tr|A0A7W0HRK2|A0A7W0HRK2_9ACTN	clade_234	A0A7W0HRK2	Nonomuraea	Nonomuraea soli	NA
tr|A0A239AX86|A0A239AX86_9ACTN	clade_235	A0A239AX86	Streptosporangium	Streptosporangium subroseum	NA
tr|A0ABT9QDD4|A0ABT9QDD4_9ACTN	clade_236	A0ABT9QDD4	Streptosporangium	Streptosporangium lutulentum	NA
tr|D2BFB4|D2BFB4_STRRD	clade_237	D2BFB4	Streptosporangium	Streptosporangium roseum (strain ATCC 12428 / DSM 43021 / JCM 3005 / KCTC 9067 / NCIMB 10171 / NRRL 2505 / NI 9100)	NA
tr|A0A243RI45|A0A243RI45_9ACTN	clade_238	A0A243RI45	Streptosporangium	Streptosporangium minutum	NA
tr|A0A1I4D078|A0A1I4D078_9ACTN	clade_239	A0A1I4D078	Streptosporangium	Streptosporangium canum	NA
tr|A0A7W9IC21|A0A7W9IC21_9ACTN	clade_240	A0A7W9IC21	Streptosporangium	Streptosporangium becharense	NA
tr|A0ABN3W1M5|A0ABN3W1M5_9ACTN	clade_241	A0ABN3W1M5	Streptosporangium	Streptosporangium fragile	NA
tr|A0ABW2SY79|A0ABW2SY79_9ACTN	clade_242	A0ABW2SY79	Streptosporangium	Streptosporangium amethystogenes subsp. fukuiense	NA
tr|A0ABP6LA22|A0ABP6LA22_9ACTN	clade_243	A0ABP6LA22	Streptosporangium	Streptosporangium longisporum	NA
tr|A0ABV5TE52|A0ABV5TE52_9ACTN	clade_244	A0ABV5TE52	Streptosporangium	Streptosporangium vulgare	NA
tr|A0ABR9JL03|A0ABR9JL03_9ACTN	clade_245	A0ABR9JL03	Actinomadura	Actinomadura algeriensis	NA
tr|A0ABW3EQF3|A0ABW3EQF3_9ACTN	clade_246	A0ABW3EQF3	Actinomadura	Actinomadura sediminis	NA
tr|A0ABP7GG15|A0ABP7GG15_9ACTN	clade_247	A0ABP7GG15	Salinactinospora	Salinactinospora qingdaonensis	NA
tr|A0ABP7GIM2|A0ABP7GIM2_9ACTN	clade_248	A0ABP7GIM2	Salinactinospora	Salinactinospora qingdaonensis	NA
tr|A0A853BQM0|A0A853BQM0_9ACTN	clade_249	A0A853BQM0	Streptomonospora	Streptomonospora nanhaiensis	NA
tr|A0A9X3NJC1|A0A9X3NJC1_9ACTN	clade_250	A0A9X3NJC1	Streptomonospora	Streptomonospora mangrovi	NA
tr|A0A4V0ZKB9|A0A4V0ZKB9_9ACTN	clade_251	A0A4V0ZKB9	Streptomonospora	Streptomonospora litoralis	NA
tr|A0ABP9GGR8|A0ABP9GGR8_9ACTN	clade_252	A0ABP9GGR8	Streptomonospora	Streptomonospora halophila	NA
tr|A0ABV9ST98|A0ABV9ST98_9ACTN	clade_253	A0ABV9ST98	Streptomonospora	Streptomonospora arabica	NA
tr|A0ABU2KYZ7|A0ABU2KYZ7_9ACTN	clade_254	A0ABU2KYZ7	Streptomonospora	Streptomonospora wellingtoniae	NA
tr|A0A841ED77|A0A841ED77_9ACTN	clade_255	A0A841ED77	Streptomonospora	Streptomonospora salina	NA
tr|A0A0C2G8Q0|A0A0C2G8Q0_9ACTN	clade_256	A0A0C2G8Q0	Streptomonospora	Streptomonospora alba	NA
tr|A0ABW3BHY7|A0ABW3BHY7_9ACTN	clade_257	A0ABW3BHY7	Streptomonospora	Streptomonospora algeriensis	NA
tr|A0A7Z0JAZ5|A0A7Z0JAZ5_9ACTN	clade_258	A0A7Z0JAZ5	Nocardiopsis	Nocardiopsis aegyptia	NA
tr|A0A7W7RIU6|A0A7W7RIU6_9ACTN	clade_259	A0A7W7RIU6	Lipingzhangella	Lipingzhangella halophila	NA
tr|A0A7Z0ENR9|A0A7Z0ENR9_9ACTN	clade_260	A0A7Z0ENR9	Nocardiopsis	Nocardiopsis aegyptia	NA
tr|A0A841IUE8|A0A841IUE8_9ACTN	clade_261	A0A841IUE8	Nocardiopsis	Nocardiopsis algeriensis	NA
tr|A0ABU2M2I4|A0ABU2M2I4_9ACTN	clade_262	A0ABU2M2I4	Nocardiopsis	Nocardiopsis lambiniae	NA
tr|A0A1M6M213|A0A1M6M213_9ACTN	clade_263	A0A1M6M213	Nocardiopsis	Nocardiopsis flavescens	NA
tr|A0ABX8BMQ5|A0ABX8BMQ5_9ACTN	clade_264	A0ABX8BMQ5	Nocardiopsis	Nocardiopsis changdeensis	NA
tr|A0ABU7KBV8|A0ABU7KBV8_9ACTN	clade_265	A0ABU7KBV8	Nocardiopsis	Nocardiopsis codii	NA
tr|A0ABV1ZP13|A0ABV1ZP13_9ACTN	clade_266	A0ABV1ZP13	Nocardiopsis	Nocardiopsis tropica	NA
tr|A0ABY6YXF2|A0ABY6YXF2_9ACTN	clade_267	A0ABY6YXF2	Streptomonospora	Streptomonospora nanhaiensis	NA
tr|A0A1V3C6I0|A0A1V3C6I0_9ACTN	clade_268	A0A1V3C6I0	Nocardiopsis	Nocardiopsis sinuspersici	NA
tr|A0A1T4KK94|A0A1T4KK94_9ACTN	clade_269	A0A1T4KK94	Marinactinospora	Marinactinospora thermotolerans DSM 45154	NA
tr|A0A7X6RRV0|A0A7X6RRV0_9ACTN	clade_270	A0A7X6RRV0	Nocardiopsis	Nocardiopsis alborubida	NA
tr|A0ABX8C4W7|A0ABX8C4W7_9ACTN	clade_271	A0ABX8C4W7	Nocardiopsis	Nocardiopsis akebiae	NA
tr|D7AYZ5|D7AYZ5_NOCDD	clade_272	D7AYZ5	Nocardiopsis	Nocardiopsis dassonvillei (strain ATCC 23218 / DSM 43111 / CIP 107115 / JCM 7437 / KCTC 9190 / NBRC 14626 / NCTC 10488 / NRRL B-5397 / IMRU 509) (Actinomadura dassonvillei)	NA
tr|A0A918XC99|A0A918XC99_9ACTN	clade_273	A0A918XC99	Nocardiopsis	Nocardiopsis kunsanensis	NA
tr|A0ABR9P363|A0ABR9P363_9ACTN	clade_274	A0ABR9P363	Nocardiopsis	Nocardiopsis coralli	NA
tr|A0A975LD17|A0A975LD17_9ACTN	clade_275	A0A975LD17	Nocardiopsis	Nocardiopsis eucommiae	NA
tr|A0ABR9HP34|A0ABR9HP34_9ACTN	clade_276	A0ABR9HP34	Nocardiopsis	Nocardiopsis terrae	NA
tr|A0A840WFK4|A0A840WFK4_9ACTN	clade_277	A0A840WFK4	Nocardiopsis	Nocardiopsis metallicus	NA
tr|A0ABY5DI48|A0ABY5DI48_9ACTN	clade_278	A0ABY5DI48	Nocardiopsis	Nocardiopsis exhalans	NA
tr|A0A4R6UW92|A0A4R6UW92_9ACTN	clade_279	A0A4R6UW92	Actinorugispora	Actinorugispora endophytica	NA
tr|A0A3N0EHU6|A0A3N0EHU6_9ACTN	clade_280	A0A3N0EHU6	Halostreptopolyspora	Halostreptopolyspora alba	NA
tr|A0A7W7RJC2|A0A7W7RJC2_9ACTN	clade_281	A0A7W7RJC2	Lipingzhangella	Lipingzhangella halophila	NA
tr|A0ABU2HAA2|A0ABU2HAA2_9ACTN	clade_282	A0ABU2HAA2	Lipingzhangella	Lipingzhangella rawalii	NA
tr|A0A543NNU7|A0A543NNU7_9ACTN	clade_283	A0A543NNU7	Haloactinospora	Haloactinospora alba	NA
tr|A0ABT4TFD0|A0ABT4TFD0_9ACTN	clade_284	A0ABT4TFD0	Nocardiopsis	Nocardiopsis suaedae	NA
tr|A0ABT4TY48|A0ABT4TY48_9ACTN	clade_285	A0ABT4TY48	Nocardiopsis	Nocardiopsis endophytica	NA
tr|A0A852TYE9|A0A852TYE9_9ACTN	clade_286	A0A852TYE9	Spinactinospora	Spinactinospora alkalitolerans	NA
tr|A0A2T0PXG2|A0A2T0PXG2_9ACTN	clade_287	A0A2T0PXG2	Allonocardiopsis	Allonocardiopsis opalescens	NA
tr|A0A543FN38|A0A543FN38_9PSEU	clade_288	A0A543FN38	Pseudonocardia	Pseudonocardia cypriaca	NA
tr|A0ABP6P8F5|A0ABP6P8F5_9ACTN	clade_289	A0ABP6P8F5	Actinocorallia	Actinocorallia glomerata	NA
tr|A0AA97LXT2|A0AA97LXT2_9ACTN	clade_290	A0AA97LXT2	Thermobifida	Thermobifida halotolerans	NA
tr|A0AA97M4A3|A0AA97M4A3_9ACTN	clade_291	A0AA97M4A3	Thermobifida	Thermobifida halotolerans	NA
tr|A0A9Y2YA38|A0A9Y2YA38_THECS	clade_292	A0A9Y2YA38	Thermobifida	Thermobifida cellulosilytica TB100	NA
tr|A0A147KJY8|A0A147KJY8_THECS	clade_293	A0A147KJY8	Thermobifida	Thermobifida cellulosilytica TB100	NA
tr|A0A9P2TBN9|A0A9P2TBN9_THEFU	clade_294	A0A9P2TBN9	Thermobifida	Thermobifida fusca TM51	NA
sp|Q47RJ6|PETH2_THEFY	clade_295	Q47RJ6	Thermobifida	Thermobifida fusca (strain YX)	Thermobifida_PETH2
sp|Q6A0I4|PETH2_THEFU	clade_296	Q6A0I4	Thermobifida	Thermobifida fusca (Thermomonospora fusca)	TfCut2
tr|A0A9P2WRG3|A0A9P2WRG3_THEFU	clade_297	A0A9P2WRG3	Thermobifida	Thermobifida fusca TM51	NA
sp|G8GER6|PETH1_THEFU	clade_298	G8GER6	Thermobifida	Thermobifida fusca (Thermomonospora fusca)	Thermobifida_PETH1
sp|Q47RJ7|PETH1_THEFY	clade_299	Q47RJ7	Thermobifida	Thermobifida fusca (strain YX)	Thermobifida_PETH1
